,Unnamed: 0,video_file,start_tone,middle_tone,end_tone,Transition_val,social_message,Topic,Split,clip_feature_path,Link,Transcript
76,76,my_dog_beach.mkv,positive,positive,positive,No transition,No,Misc,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/my_dog_beach.pkl,https://www.youtube.com/embed/58RcM81rEYc,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/my_dog_beach.txt
77,77,petsafe_catspiracy.mkv,neutral,positive,positive,Transition,No,Misc,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/petsafe_catspiracy.pkl,https://www.youtube.com/embed/jMaVOBB2yFQ,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/petsafe_catspiracy.txt
78,78,mercedes_38_seconds_part_4.mp4,neutral,positive,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/mercedes_38_seconds_part_4.pkl,https://www.youtube.com/embed/jK8gbbjnWAM,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/mercedes_38_seconds_part_4.txt
79,79,toyota_pasta.mp4,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/toyota_pasta.pkl,https://www.youtube.com/embed/eaxLwyVizPA,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/toyota_pasta.txt
80,80,avis_massage.mkv,neutral,negative,neutral,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/avis_massage.pkl,https://www.youtube.com/embed/A_3VlciMz7k,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/avis_massage.txt
81,81,valvoline_bike.mp4,neutral,positive,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/valvoline_bike.pkl,https://www.youtube.com/embed/aJ9eZqzMf-E,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/valvoline_bike.txt
82,82,pfister_the_science_of_xtract.mkv,positive,negative,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/pfister_the_science_of_xtract.pkl,https://www.youtube.com/embed/9y-3g-UxQb8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/pfister_the_science_of_xtract.txt
83,83,seventh_generation_trees_bees.mkv,negative,negative,neutral,Transition,Yes,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/seventh_generation_trees_bees.pkl,https://www.youtube.com/embed/OlOdsQ8zCww,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/seventh_generation_trees_bees.txt
84,84,bmw_bmw_x5_0.mkv,neutral,neutral,neutral,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bmw_bmw_x5_0.pkl,https://www.youtube.com/embed/rJb41F0tkxU,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/bmw_bmw_x5_0.txt
85,85,litterrobot_the_cat_sheet.mkv,positive,positive,positive,No transition,No,Misc,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/litterrobot_the_cat_sheet.pkl,https://www.youtube.com/embed/KjUNTSoMf18,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/litterrobot_the_cat_sheet.txt
86,86,volvo_made_by_sweden.mkv,positive,negative,positive,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/volvo_made_by_sweden.pkl,https://www.youtube.com/embed/3KquHpO2VWI,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/volvo_made_by_sweden.txt
87,87,audi_projection_of_greatness.mp4,positive,positive,positive,No transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/audi_projection_of_greatness.pkl,https://www.youtube.com/embed/FNAtk0td8aM,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/audi_projection_of_greatness.txt
88,88,yellawood_sketch_pad.mkv,positive,positive,positive,No transition,No,Household,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/yellawood_sketch_pad.pkl,https://www.youtube.com/embed/03Ak45chVA8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/yellawood_sketch_pad.txt
89,89,porsche_black_ink.mkv,neutral,positive,positive,Transition,No,Car,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/porsche_black_ink.pkl,https://www.youtube.com/embed/H5OldPkPCA4,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/porsche_black_ink.txt
90,90,citroen_wooden2cv.mp4,neutral,positive,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/citroen_wooden2cv.pkl,https://www.youtube.com/embed/bWCCb_u6_IM,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/citroen_wooden2cv.txt
91,91,volkswagen_chance_encounter.mp4,negative,negative,positive,Transition,No,Car,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/volkswagen_chance_encounter.pkl,https://player.vimeo.com/video/294608973,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/volkswagen_chance_encounter.txt
92,92,bunga_montessory_space_the_lighthouse_the_sea.mp4,positive,positive,positive,No transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bunga_montessory_space_the_lighthouse_the_sea.pkl,https://www.youtube.com/embed/5kmD5fOE03I,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/bunga_montessory_space_the_lighthouse_the_sea.txt
93,93,toyota_two_bold_wishes.mp4,neutral,positive,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/toyota_two_bold_wishes.pkl,https://player.vimeo.com/video/179212994,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/toyota_two_bold_wishes.txt
94,94,hefty_checkout.mp4,positive,positive,positive,No transition,No,Household,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/hefty_checkout.pkl,https://www.youtube.com/embed/DuKysvkYL7Y,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/hefty_checkout.txt
95,95,hills_relentless.mkv,neutral,positive,positive,Transition,No,Misc,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/hills_relentless.pkl,https://www.youtube.com/embed/D928ER9WlVU,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/hills_relentless.txt
96,96,volkswagen_hello_light.webm,neutral,neutral,positive,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/volkswagen_hello_light.pkl,https://www.youtube.com/embed/qEvNL6oEr0U,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/volkswagen_hello_light.txt
97,97,glad_thank_you.mkv,negative,positive,positive,Transition,No,Household,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/glad_thank_you.pkl,https://www.youtube.com/embed/dNLCE2rT9TI,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/glad_thank_you.txt
98,98,yellawood_break_free.mkv,positive,positive,positive,No transition,No,Household,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/yellawood_break_free.pkl,https://www.youtube.com/embed/bBumPB7j-xQ,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/yellawood_break_free.txt
99,99,oncor_keep_away_from_power_lines.mkv,negative,positive,positive,Transition,No,Industrial and agriculture,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/oncor_keep_away_from_power_lines.pkl,https://www.youtube.com/embed/9ObIRmC9-zA,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/oncor_keep_away_from_power_lines.txt
100,100,bobble_live_for_once.mkv,positive,negative,positive,Transition,Yes,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bobble_live_for_once.pkl,https://www.youtube.com/embed/OuGvJUc0ZPI,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/bobble_live_for_once.txt
101,101,toyota_start_your_impossible_chris_vos.mp4,negative,negative,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/toyota_start_your_impossible_chris_vos.pkl,https://www.youtube.com/embed/egMExkcW07E,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/toyota_start_your_impossible_chris_vos.txt
102,102,mini_cooper_created_in_a_countryman.mp4,positive,negative,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/mini_cooper_created_in_a_countryman.pkl,https://player.vimeo.com/video/292772379,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/mini_cooper_created_in_a_countryman.txt
103,103,hedef_filo_waking_up.mkv,negative,negative,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/hedef_filo_waking_up.pkl,https://www.youtube.com/embed/hXnPLUsgEOU,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/hedef_filo_waking_up.txt
104,104,land_rover_branching_out.mp4,positive,positive,positive,No transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/land_rover_branching_out.pkl,https://www.youtube.com/embed/e-JGuqnZ69I,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/land_rover_branching_out.txt
105,105,kao_nyantomo_letters_from_my_cat.mkv,negative,negative,positive,Transition,No,Misc,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/kao_nyantomo_letters_from_my_cat.pkl,https://www.youtube.com/embed/BSLqY8EI9Bk,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/kao_nyantomo_letters_from_my_cat.txt
106,106,west_elm_accent_color.mkv,neutral,positive,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/west_elm_accent_color.pkl,https://www.youtube.com/embed/nR3wfkyGv0Q,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/west_elm_accent_color.txt
107,107,mercedes_habits.webm,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/mercedes_habits.pkl,https://www.youtube.com/embed/-77xbrEBKtQ,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/mercedes_habits.txt
108,108,laminex_midnight_and_moose.mp4,positive,positive,neutral,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/laminex_midnight_and_moose.pkl,https://www.youtube.com/embed/V9OOAMEe0Yg,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/laminex_midnight_and_moose.txt
109,109,ikea_feel_alive_again.mkv,negative,negative,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ikea_feel_alive_again.pkl,https://www.youtube.com/embed/3dOfl-SYOUw,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/ikea_feel_alive_again.txt
110,110,engen_petroleum_put_a_little_f1_in_your_tank.mkv,positive,positive,positive,No transition,No,Industrial and agriculture,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/engen_petroleum_put_a_little_f1_in_your_tank.pkl,https://www.youtube.com/embed/ziPcDL9ahio,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/engen_petroleum_put_a_little_f1_in_your_tank.txt
111,111,citroen_citroen_inspired_by_you_since_1919.mkv,positive,positive,positive,No transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/citroen_citroen_inspired_by_you_since_1919.pkl,https://www.youtube.com/embed/WvCuM3FNcWQ,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/citroen_citroen_inspired_by_you_since_1919.txt
112,112,westland_horticulture_lawn_man_tv.mp4,positive,negative,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/westland_horticulture_lawn_man_tv.pkl,https://player.vimeo.com/video/211697759,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/westland_horticulture_lawn_man_tv.txt
113,113,sparkle_gourmet_chicken_nuggets.mp4,positive,positive,positive,No transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/sparkle_gourmet_chicken_nuggets.pkl,https://www.youtube.com/embed/5Li5ek5M4r8,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/sparkle_gourmet_chicken_nuggets.txt
114,114,loctite_worlds_strongest_men_vs_loctite_super_bonder_ultra.mkv,positive,negative,negative,Transition,No,Household,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/loctite_worlds_strongest_men_vs_loctite_super_bonder_ultra.pkl,https://www.youtube.com/embed/uR0uT7Nvc0U,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/loctite_worlds_strongest_men_vs_loctite_super_bonder_ultra.txt
115,115,volkswagen_luxury_you_cant_give_up.webm,positive,positive,positive,No transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/volkswagen_luxury_you_cant_give_up.pkl,https://www.youtube.com/embed/QlJkrt6orrg,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/volkswagen_luxury_you_cant_give_up.txt
116,116,bmw_retrospect.mp4,negative,negative,positive,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/bmw_retrospect.pkl,https://player.vimeo.com/video/196458796,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/bmw_retrospect.txt
117,117,petsafe_catspiracy_2.mkv,negative,negative,positive,Transition,No,Misc,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/petsafe_catspiracy_2.pkl,https://www.youtube.com/embed/dG_-dnjBGJo,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/petsafe_catspiracy_2.txt
118,118,brawny_generations_of_strength.mkv,positive,positive,positive,No transition,Yes,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/brawny_generations_of_strength.pkl,https://www.youtube.com/embed/8agBV0cU7Po,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/brawny_generations_of_strength.txt
119,119,ikea_her_cats_now_theres_choice.mkv,negative,positive,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ikea_her_cats_now_theres_choice.pkl,https://www.youtube.com/embed/dgg9jZHpjbo,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/ikea_her_cats_now_theres_choice.txt
120,120,nissan_stories_by_the_million_parking.mp4,neutral,neutral,positive,Transition,No,Car,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nissan_stories_by_the_million_parking.pkl,https://player.vimeo.com/video/144336709,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/nissan_stories_by_the_million_parking.txt
121,121,ford_when_you_wish_upon_a_star.mp4,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/ford_when_you_wish_upon_a_star.pkl,https://player.vimeo.com/video/115032957,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/ford_when_you_wish_upon_a_star.txt
122,122,dacia_the_bagel.mkv,negative,negative,positive,Transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/dacia_the_bagel.pkl,https://www.youtube.com/embed/y4hFnSUBEjw,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/dacia_the_bagel.txt
123,123,high_mighty_hangxiety.webm,neutral,neutral,positive,Transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/high_mighty_hangxiety.pkl,https://www.youtube.com/embed/ljgekGYL8QI,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/high_mighty_hangxiety.txt
124,124,nidera_seeds_ser_de_campo.mp4,neutral,positive,positive,Transition,No,Industrial and agriculture,val,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/nidera_seeds_ser_de_campo.pkl,https://www.youtube.com/embed/g7jAexd_V68,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/nidera_seeds_ser_de_campo.txt
125,125,honda_honda_kog.mp4,neutral,neutral,positive,Transition,No,Car,test,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/honda_honda_kog.pkl,https://www.youtube.com/embed/E9BCcKJD1Bw,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/honda_honda_kog.txt
126,126,audi_i_want_to.mp4,positive,positive,positive,No transition,No,Car,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/audi_i_want_to.pkl,https://player.vimeo.com/video/119576727,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/audi_i_want_to.txt
127,127,reverie_reverie_for_exhausted_moms.mkv,positive,positive,positive,No transition,No,Household,train,/data/digbose92/ads_complete_repo/ads_features/clip_embeddings/jwt_ads_of_world/reverie_reverie_for_exhausted_moms.pkl,https://www.youtube.com/embed/UGBBJOBYMbc,/data/digbose92/ads_complete_repo/ads_transcripts/whisper/jwt_ads_of_the_world/reverie_reverie_for_exhausted_moms.txt
